trip_date,total_revenue,total_trips
2025-07-06,4134.99,149
2025-07-07,3999.1400000000012,122
2025-07-08,4202.280000000001,133
2025-07-09,3521.879999999999,132
2025-07-10,3952.169999999999,131
2025-07-11,3807.6800000000003,141
2025-07-12,4653.349999999999,164
2025-07-13,3296.170000000001,126
2025-07-14,4837.449999999999,154
2025-07-15,4097.369999999999,145
2025-07-16,4515.41,151
2025-07-17,4211.599999999999,147
2025-07-18,4150.7,139
2025-07-19,4234.719999999999,147
2025-07-20,4435.789999999999,156
2025-07-21,3804.290000000001,122
2025-07-22,3878.8699999999994,132
2025-07-23,3742.84,132
2025-07-24,3941.5500000000006,135
2025-07-25,4160.900000000001,147
2025-07-26,3963.16,139
2025-07-27,3883.0,131
2025-07-28,3983.1500000000005,151
2025-07-29,4069.0399999999995,145
2025-07-30,3850.3199999999997,134
2025-07-31,4568.43,153
2025-08-01,3949.0000000000005,141
2025-08-02,4233.43,148
2025-08-03,3918.3900000000003,134
2025-08-04,3942.95,135
2025-08-05,4326.900000000001,132
2025-08-06,3739.4300000000003,134
2025-08-07,3748.37,147
2025-08-08,3903.589999999999,134
2025-08-09,3613.77,122
2025-08-10,3783.3099999999995,134
2025-08-11,3195.28,112
2025-08-12,4062.7400000000007,135
2025-08-13,4046.5600000000004,141
2025-08-14,4399.97,148
2025-08-15,3716.9900000000007,135
2025-08-16,2947.3799999999997,112
2025-08-17,3326.610000000001,115
2025-08-18,3496.3699999999994,130
2025-08-19,3736.7199999999993,137
2025-08-20,3967.93,139
2025-08-21,3905.5599999999995,133
2025-08-22,4388.75,135
2025-08-23,3885.62,127
2025-08-24,4520.039999999999,154
2025-08-25,4234.11,141
2025-08-26,3924.3100000000004,150
2025-08-27,4064.5499999999997,139
2025-08-28,3617.56,134
2025-08-29,4428.630000000001,155
2025-08-30,3875.04,134
2025-08-31,3649.340000000001,128
2025-09-01,3133.25,120
2025-09-02,3715.16,132
2025-09-03,3737.9500000000007,140
2025-09-04,4050.7,154
2025-09-05,4158.6900000000005,140
2025-09-06,4511.52,148
2025-09-07,4105.53,150
2025-09-08,3431.0600000000004,119
2025-09-09,3879.6000000000004,141
2025-09-10,3637.75,126
2025-09-11,4187.089999999999,140
2025-09-12,4171.85,148
2025-09-13,3541.99,127
2025-09-14,3734.6299999999997,129
2025-09-15,4003.9799999999996,139
2025-09-16,4480.02,137
2025-09-17,4035.03,132
2025-09-18,3844.34,137
2025-09-19,2964.01,119
2025-09-20,4111.05,141
2025-09-21,3835.58,139
2025-09-22,4279.5199999999995,152
2025-09-23,3863.9199999999996,134
2025-09-24,4206.340000000001,141
2025-09-25,3993.5200000000004,126
2025-09-26,4194.1900000000005,140
2025-09-27,4689.3099999999995,150
2025-09-28,3270.6000000000004,115
2025-09-29,3853.0,135
2025-09-30,4215.079999999999,152
2025-10-01,4718.959999999999,156
2025-10-02,3889.95,135
2025-10-03,3967.92,128
2025-10-04,4253.639999999999,145
2025-10-05,3794.5200000000004,129
2025-10-06,3787.41,140
2025-10-07,3447.57,125
2025-10-08,3691.04,139
2025-10-09,3794.8500000000004,141
2025-10-10,3889.4000000000005,131
2025-10-11,3544.2700000000004,128
2025-10-12,3560.25,123
2025-10-13,2833.11,112
2025-10-14,4469.650000000001,157
2025-10-15,3463.99,126
2025-10-16,3795.4800000000005,133
2025-10-17,3299.3499999999995,128
2025-10-18,3653.3300000000004,114
2025-10-19,4164.049999999999,141
2025-10-20,3921.7400000000002,130
2025-10-21,4702.5,153
2025-10-22,4347.78,149
2025-10-23,4034.9900000000007,129
2025-10-24,3938.7999999999997,142
2025-10-25,4223.98,145
2025-10-26,4036.899999999999,132
2025-10-27,3426.9300000000003,124
2025-10-28,3479.3200000000006,127
2025-10-29,3366.85,121
2025-10-30,3924.8500000000004,132
2025-10-31,3841.32,141
2025-11-01,3841.54,136
2025-11-02,3396.7999999999997,119
2025-11-03,3527.7900000000004,133
2025-11-04,3827.8799999999997,127
2025-11-05,3962.52,138
2025-11-06,4562.4800000000005,143
2025-11-07,3492.659999999999,135
2025-11-08,4582.049999999999,149
2025-11-09,3708.8600000000006,135
2025-11-10,3580.1099999999997,136
2025-11-11,4317.779999999999,138
2025-11-12,4168.4400000000005,140
2025-11-13,3316.2,125
2025-11-14,4221.18,141
2025-11-15,4070.5500000000006,138
2025-11-16,3778.54,138
2025-11-17,4184.02,149
2025-11-18,4553.929999999999,154
2025-11-19,3315.07,120
2025-11-20,3626.1100000000006,134
2025-11-21,3957.81,140
2025-11-22,4659.93,144
2025-11-23,3657.1700000000005,133
2025-11-24,4486.48,157
2025-11-25,3609.94,136
2025-11-26,3591.710000000001,121
2025-11-27,4118.820000000001,141
2025-11-28,4123.370000000001,150
2025-11-29,4129.950000000001,145
2025-11-30,4120.1900000000005,137
2025-12-01,3379.1099999999997,126
2025-12-02,4097.77,141
2025-12-03,3534.4299999999994,133
2025-12-04,3661.78,133
2025-12-05,3771.16,140
2025-12-06,3628.0,121
2025-12-07,2841.1800000000003,124
2025-12-08,3900.4599999999996,131
2025-12-09,4083.4900000000002,143
2025-12-10,3797.2000000000007,119
2025-12-11,3700.5700000000006,122
2025-12-12,4479.839999999999,145
2025-12-13,4464.980000000001,152
2025-12-14,4073.0700000000006,139
2025-12-15,4026.1500000000005,149
2025-12-16,3527.8100000000004,122
2025-12-17,3931.209999999999,142
2025-12-18,3789.0499999999993,127
2025-12-19,4438.750000000001,149
2025-12-20,3813.0,126
2025-12-21,3886.0699999999997,144
2025-12-22,3476.419999999999,128
2025-12-23,3563.23,131
2025-12-24,3852.55,134
2025-12-25,3147.29,127
2025-12-26,3969.91,144
2025-12-27,4761.64,159
2025-12-28,3831.9000000000005,135
2025-12-29,3729.33,137
2025-12-30,3939.809999999999,135
2025-12-31,4275.88,130
2026-01-01,3858.6099999999997,131
2026-01-02,3605.85,134
2026-01-03,4406.57,146
2026-01-04,3960.170000000001,147
2026-01-05,3919.87,121
2026-01-06,3991.56,143
2026-01-07,3148.1900000000005,124
2026-01-08,3429.6199999999994,127
2026-01-09,4271.870000000001,146
2026-01-10,3349.0800000000004,128
2026-01-11,3566.93,139
2026-01-12,3706.0200000000004,140
2026-01-13,3481.01,117
2026-01-14,3956.5600000000013,137
2026-01-15,3769.38,132
2026-01-16,3512.3500000000004,127
2026-01-17,4097.550000000001,143
2026-01-18,3355.8499999999995,115
2026-01-19,3654.79,131
2026-01-20,4790.780000000001,157
2026-01-21,2555.0400000000004,105
2026-01-22,3253.55,110
2026-01-23,3556.7999999999993,117
2026-01-24,4108.0599999999995,154
2026-01-25,3279.3800000000006,128
2026-01-26,4130.079999999999,149
2026-01-27,4155.84,141
2026-01-28,3673.6499999999996,139
2026-01-29,3681.7100000000005,133
2026-01-30,3248.07,123
2026-01-31,3399.23,130
2026-02-01,3852.2599999999993,138
2026-02-02,4435.13,148
2026-02-03,3931.749999999999,146
2026-02-04,4301.129999999999,144
2026-02-05,3849.810000000001,126
2026-02-06,3741.1599999999994,129
2026-02-07,3705.95,136
2026-02-08,3735.38,138
2026-02-09,4094.4400000000005,152
2026-02-10,4079.25,148
2026-02-11,3755.4800000000005,137
2026-02-12,3909.3600000000006,136
2026-02-13,3687.9800000000005,118
2026-02-14,3793.0699999999997,142
2026-02-15,3694.6800000000003,124
2026-02-16,4624.42,163
2026-02-17,3489.5099999999998,122
2026-02-18,4033.14,143
2026-02-19,3748.8999999999996,139
2026-02-20,3609.0299999999997,139
2026-02-21,3486.5100000000007,132
2026-02-22,3891.939999999999,138
2026-02-23,3483.2799999999997,124
2026-02-24,4537.19,158
2026-02-25,4082.2599999999998,153
2026-02-26,3243.3700000000003,120
2026-02-27,4036.8500000000004,140
2026-02-28,4184.859999999999,145
2026-03-01,4098.8,140
2026-03-02,4187.329999999999,147
2026-03-03,4182.73,141
2026-03-04,3948.3399999999997,150
2026-03-05,3402.44,124
2026-03-06,4313.130000000001,142
2026-03-07,4150.48,138
2026-03-08,4221.759999999999,135
2026-03-09,4505.09,145
2026-03-10,3086.2599999999998,115
2026-03-11,3236.45,125
2026-03-12,4343.04,143
2026-03-13,3806.7999999999993,130
2026-03-14,4028.72,136
2026-03-15,4322.129999999999,142
2026-03-16,3543.07,133
2026-03-17,4027.7799999999997,151
2026-03-18,4040.05,138
2026-03-19,3487.7299999999996,134
2026-03-20,3790.8500000000004,131
2026-03-21,3466.7100000000005,123
2026-03-22,4323.37,149
2026-03-23,3529.18,129
2026-03-24,3814.2100000000005,129
2026-03-25,3605.71,129
2026-03-26,3812.7300000000005,141
2026-03-27,3881.1099999999997,129
2026-03-28,3750.9400000000005,135
2026-03-29,3301.23,122
2026-03-30,4343.379999999999,145
2026-03-31,3846.94,133
2026-04-01,4108.799999999999,151
2026-04-02,3878.2,128
2026-04-03,3072.7799999999993,111
2026-04-04,4248.85,146
2026-04-05,4241.16,151
2026-04-06,3772.7099999999996,140
2026-04-07,4828.949999999999,154
2026-04-08,3926.0,140
2026-04-09,4145.68,143
2026-04-10,3474.79,130
2026-04-11,4029.5199999999995,135
2026-04-12,3921.1099999999997,132
2026-04-13,3840.84,127
2026-04-14,4553.6900000000005,156
2026-04-15,4620.08,154
2026-04-16,4178.24,149
2026-04-17,4391.990000000001,151
2026-04-18,3572.6800000000003,126
2026-04-19,3709.8300000000004,140
2026-04-20,4229.79,137
2026-04-21,3621.24,136
2026-04-22,3665.0799999999995,122
2026-04-23,3092.88,111
2026-04-24,4068.88,150
2026-04-25,3671.72,129
2026-04-26,4183.5599999999995,141
2026-04-27,3820.7100000000005,124
2026-04-28,3782.8900000000012,134
2026-04-29,3408.7199999999993,121
2026-04-30,3265.0099999999998,128
2026-05-01,3509.8800000000006,121
2026-05-02,3678.620000000001,139
2026-05-03,3839.709999999999,141
2026-05-04,3969.61,149
2026-05-05,4004.03,133
2026-05-06,3660.2699999999995,132
2026-05-07,4172.68,141
2026-05-08,3630.7999999999993,129
2026-05-09,4007.9900000000007,141
2026-05-10,3744.5499999999997,126
2026-05-11,4240.580000000002,139
2026-05-12,3805.3500000000004,135
2026-05-13,3686.250000000001,138
2026-05-14,4601.59,150
2026-05-15,3823.7000000000007,139
2026-05-16,4007.16,133
2026-05-17,3479.6,129
2026-05-18,4458.469999999999,136
2026-05-19,3441.1600000000003,122
2026-05-20,4117.27,139
2026-05-21,3807.37,139
2026-05-22,3921.099999999999,127
2026-05-23,4098.75,146
2026-05-24,3862.699999999999,144
2026-05-25,3967.42,145
2026-05-26,4572.030000000001,150
2026-05-27,3813.2,139
2026-05-28,3631.5599999999995,125
2026-05-29,4030.64,141
2026-05-30,3694.8999999999996,136
2026-05-31,4255.6,138
2026-06-01,4276.89,149
2026-06-02,3377.7799999999993,126
2026-06-03,3455.33,126
2026-06-04,3864.0400000000004,135
2026-06-05,4197.290000000001,164
2026-06-06,3907.19,145
2026-06-07,4221.35,148
2026-06-08,3631.5200000000004,137
2026-06-09,4061.6399999999994,141
2026-06-10,3638.53,129
2026-06-11,3771.8700000000003,132
2026-06-12,3536.0099999999998,127
2026-06-13,3272.88,123
2026-06-14,3530.64,131
2026-06-15,3904.5,126
2026-06-16,3969.8900000000003,145
2026-06-17,4121.71,143
2026-06-18,4279.460000000001,151
2026-06-19,3913.399999999999,138
2026-06-20,3955.459999999999,142
2026-06-21,4492.06,153
2026-06-22,4136.87,128
2026-06-23,3687.729999999999,126
2026-06-24,3885.8399999999997,133
2026-06-25,3746.8999999999996,128
2026-06-26,3515.4300000000003,138
2026-06-27,3563.54,125
2026-06-28,4237.9,158
2026-06-29,3873.4600000000005,147
2026-06-30,3779.9700000000007,133
2026-07-01,4253.980000000001,148
2026-07-02,4638.280000000001,160
2026-07-03,3588.4300000000003,133
2026-07-04,3909.3800000000006,145
2026-07-05,3721.08,135
2026-07-06,3927.130000000001,138
2026-07-07,3885.2299999999996,135
2026-07-08,3521.59,124
2026-07-09,3578.6100000000006,123
2026-07-10,3592.1400000000003,119
2026-07-11,4527.389999999999,149
2026-07-12,4018.6600000000017,148
2026-07-13,4885.329999999999,173
2026-07-14,4482.499999999999,147
2026-07-15,4110.259999999999,138
2026-07-16,3862.21,134
2026-07-17,4654.480000000001,149
2026-07-18,3360.51,117
2026-07-19,4045.58,147
2026-07-20,3519.4399999999996,142
2026-07-21,3670.84,132
2026-07-22,4014.4100000000008,142
2026-07-23,4037.38,145
2026-07-24,4186.54,144
2026-07-25,3241.2,124
2026-07-26,3626.6400000000003,118
2026-07-27,4430.42,147
2026-07-28,4809.740000000002,153
2026-07-29,2934.1099999999997,98
