trip_date,total_revenue,total_trips
2025-03-09,4778.59,148
2025-03-10,4507.929999999999,159
2025-03-11,4215.14,147
2025-03-12,3367.7200000000003,124
2025-03-13,4134.73,154
2025-03-14,3832.69,130
2025-03-15,3708.51,117
2025-03-16,4055.19,132
2025-03-17,4287.360000000001,148
2025-03-18,3979.17,135
2025-03-19,3763.0600000000004,129
2025-03-20,3475.7499999999995,136
2025-03-21,3339.71,121
2025-03-22,4064.1900000000005,149
2025-03-23,3193.4900000000002,120
2025-03-24,3665.69,133
2025-03-25,3422.45,120
2025-03-26,4061.5599999999995,140
2025-03-27,4383.530000000001,143
2025-03-28,4039.689999999999,147
2025-03-29,3734.7999999999997,134
2025-03-30,4345.85,149
2025-03-31,3102.43,118
2025-04-01,4595.629999999999,148
2025-04-02,4120.6,149
2025-04-03,4556.410000000001,153
2025-04-04,4089.879999999999,141
2025-04-05,4595.21,158
2025-04-06,3201.9100000000003,127
2025-04-07,4234.34,151
2025-04-08,4191.299999999999,154
2025-04-09,4015.8000000000006,134
2025-04-10,4124.76,151
2025-04-11,3264.3500000000004,122
2025-04-12,3315.1000000000004,116
2025-04-13,3954.5200000000004,143
2025-04-14,3939.1299999999997,143
2025-04-15,3760.24,138
2025-04-16,3896.7599999999998,148
2025-04-17,3659.62,133
2025-04-18,3281.51,130
2025-04-19,3873.1900000000005,142
2025-04-20,3651.5,127
2025-04-21,4040.63,141
2025-04-22,3591.63,125
2025-04-23,3909.6400000000003,136
2025-04-24,3509.1299999999997,133
2025-04-25,4147.67,139
2025-04-26,4336.530000000001,145
2025-04-27,3664.1099999999997,137
2025-04-28,3558.2300000000005,125
2025-04-29,3717.1200000000003,137
2025-04-30,4038.24,141
2025-05-01,4220.0,149
2025-05-02,4297.88,142
2025-05-03,3269.9799999999996,115
2025-05-04,3268.77,120
2025-05-05,4267.549999999999,141
2025-05-06,3767.51,135
2025-05-07,3719.2299999999996,132
2025-05-08,4019.66,155
2025-05-09,3832.1400000000003,139
2025-05-10,3725.0299999999997,134
2025-05-11,4310.86,144
2025-05-12,4131.990000000001,138
2025-05-13,3970.7899999999995,147
2025-05-14,4768.71,167
2025-05-15,4093.71,128
2025-05-16,3511.6399999999994,124
2025-05-17,3086.5499999999997,109
2025-05-18,2987.56,108
2025-05-19,3915.23,132
2025-05-20,4336.74,151
2025-05-21,4478.86,153
2025-05-22,3376.62,125
2025-05-23,4339.78,154
2025-05-24,4029.08,140
2025-05-25,4006.5,138
2025-05-26,3618.2,117
2025-05-27,3820.6499999999996,135
2025-05-28,4692.139999999999,156
2025-05-29,4027.92,134
2025-05-30,3487.9300000000007,124
2025-05-31,3748.9900000000002,140
2025-06-01,4472.95,153
2025-06-02,4053.59,137
2025-06-03,3995.6400000000003,136
2025-06-04,3341.07,123
2025-06-05,4271.8099999999995,147
2025-06-06,4088.0200000000004,132
2025-06-07,3767.5199999999995,127
2025-06-08,3714.75,133
2025-06-09,4056.6800000000003,133
2025-06-10,3892.02,133
2025-06-11,3865.8999999999996,135
2025-06-12,4340.950000000001,150
2025-06-13,4393.71,148
2025-06-14,3799.4700000000003,130
2025-06-15,3931.24,129
2025-06-16,4064.4500000000007,142
2025-06-17,3568.4100000000003,134
2025-06-18,4083.91,143
2025-06-19,3741.7400000000002,130
2025-06-20,4738.78,165
2025-06-21,3852.95,141
2025-06-22,3839.109999999999,141
2025-06-23,4542.51,151
2025-06-24,3664.5,122
2025-06-25,3859.39,142
2025-06-26,3803.6600000000003,130
2025-06-27,3811.93,134
2025-06-28,3227.1599999999994,122
2025-06-29,3544.0899999999997,132
2025-06-30,3899.3199999999997,137
2025-07-01,3862.65,134
2025-07-02,4041.6000000000004,123
2025-07-03,4256.31,152
2025-07-04,4082.6700000000005,135
2025-07-05,3704.81,131
2025-07-06,3754.910000000001,131
2025-07-07,4604.759999999999,162
2025-07-08,4217.43,138
2025-07-09,3506.4600000000005,127
2025-07-10,3782.65,131
2025-07-11,4511.23,154
2025-07-12,4255.98,145
2025-07-13,4357.610000000001,141
2025-07-14,4114.780000000001,142
2025-07-15,3551.3300000000004,132
2025-07-16,3614.6399999999994,131
2025-07-17,3611.7000000000003,131
2025-07-18,3346.7499999999995,120
2025-07-19,3626.7999999999997,123
2025-07-20,4042.11,141
2025-07-21,3837.1400000000003,132
2025-07-22,3161.9300000000003,116
2025-07-23,3697.669999999999,132
2025-07-24,3447.0900000000006,128
2025-07-25,4218.87,146
2025-07-26,4197.91,147
2025-07-27,3548.5699999999997,127
2025-07-28,3978.9700000000003,130
2025-07-29,3765.6299999999997,133
2025-07-30,4433.5599999999995,154
2025-07-31,4164.4,150
2025-08-01,5003.400000000001,162
2025-08-02,4259.02,144
2025-08-03,3430.76,121
2025-08-04,4777.77,169
2025-08-05,3907.3199999999997,130
2025-08-06,3709.7299999999996,143
2025-08-07,3960.72,133
2025-08-08,4178.22,149
2025-08-09,3711.04,129
2025-08-10,3312.76,121
2025-08-11,3707.2,127
2025-08-12,4302.860000000001,155
2025-08-13,3119.5600000000004,115
2025-08-14,4237.69,146
2025-08-15,4531.25,162
2025-08-16,3977.6699999999996,140
2025-08-17,3742.499999999999,131
2025-08-18,4008.82,141
2025-08-19,3647.3599999999997,135
2025-08-20,4202.31,132
2025-08-21,3971.45,142
2025-08-22,4000.42,132
2025-08-23,4057.2899999999995,138
2025-08-24,3884.5,136
2025-08-25,4728.29,170
2025-08-26,4030.41,136
2025-08-27,3480.6,125
2025-08-28,3740.0800000000004,139
2025-08-29,3505.3399999999997,118
2025-08-30,3539.77,127
2025-08-31,3245.95,128
2025-09-01,3457.34,122
2025-09-02,3508.64,113
2025-09-03,3603.73,135
2025-09-04,3597.75,128
2025-09-05,3861.77,135
2025-09-06,4042.7800000000007,146
2025-09-07,4442.2699999999995,149
2025-09-08,4089.58,135
2025-09-09,3568.3199999999997,129
2025-09-10,3668.7100000000005,147
2025-09-11,4205.63,145
2025-09-12,3534.6300000000006,128
2025-09-13,3606.8900000000003,136
2025-09-14,3353.8900000000003,122
2025-09-15,4243.75,140
2025-09-16,3753.65,130
2025-09-17,4662.05,171
2025-09-18,3883.86,138
2025-09-19,3499.16,128
2025-09-20,3681.97,128
2025-09-21,3812.0399999999995,132
2025-09-22,3715.86,128
2025-09-23,3845.5699999999997,135
2025-09-24,3262.37,121
2025-09-25,3691.0699999999997,129
2025-09-26,4211.179999999999,151
2025-09-27,3423.2100000000005,122
2025-09-28,3732.0599999999995,131
2025-09-29,4578.549999999999,137
2025-09-30,4207.280000000001,142
2025-10-01,3213.0899999999997,117
2025-10-02,4639.15,155
2025-10-03,3915.2400000000007,137
2025-10-04,4028.59,139
2025-10-05,3302.7000000000003,126
2025-10-06,3821.54,139
2025-10-07,3996.67,141
2025-10-08,4040.49,144
2025-10-09,4405.490000000001,150
2025-10-10,4262.120000000001,152
2025-10-11,4313.33,137
2025-10-12,3458.88,132
2025-10-13,3529.51,124
2025-10-14,3491.1899999999996,129
2025-10-15,4208.01,155
2025-10-16,3183.6299999999997,120
2025-10-17,3851.83,135
2025-10-18,4242.76,144
2025-10-19,4028.6,135
2025-10-20,4811.48,167
2025-10-21,4516.08,154
2025-10-22,4136.6900000000005,135
2025-10-23,4127.259999999999,144
2025-10-24,3939.0000000000005,143
2025-10-25,3956.1900000000005,128
2025-10-26,3908.62,140
2025-10-27,3175.12,118
2025-10-28,3785.6099999999997,127
2025-10-29,3292.58,118
2025-10-30,4048.1800000000003,141
2025-10-31,4195.0,148
2025-11-01,5012.77,165
2025-11-02,3697.8600000000006,142
2025-11-03,3802.51,134
2025-11-04,3437.8199999999997,132
2025-11-05,3559.8999999999996,129
2025-11-06,3467.5499999999993,136
2025-11-07,3900.99,135
2025-11-08,4265.349999999999,150
2025-11-09,3377.269999999999,136
2025-11-10,4308.780000000001,145
2025-11-11,4318.94,148
2025-11-12,3334.2799999999997,114
2025-11-13,3629.4300000000003,133
2025-11-14,4217.67,143
2025-11-15,4054.8,140
2025-11-16,3562.57,128
2025-11-17,3891.7000000000003,132
2025-11-18,3537.73,130
2025-11-19,3878.1099999999997,139
2025-11-20,3614.2300000000005,123
2025-11-21,4512.039999999999,141
2025-11-22,4719.48,162
2025-11-23,4202.64,145
2025-11-24,4174.349999999999,147
2025-11-25,4602.92,154
2025-11-26,3566.04,116
2025-11-27,3540.93,129
2025-11-28,3782.23,143
2025-11-29,3192.9900000000007,117
2025-11-30,3792.1,145
2025-12-01,3697.77,130
2025-12-02,3478.95,135
2025-12-03,4001.99,137
2025-12-04,3922.6900000000005,142
2025-12-05,4085.24,135
2025-12-06,3955.7100000000005,136
2025-12-07,4135.42,143
2025-12-08,4114.82,143
2025-12-09,4509.110000000001,155
2025-12-10,3696.16,136
2025-12-11,3617.74,134
2025-12-12,3612.2299999999996,122
2025-12-13,4498.77,161
2025-12-14,4476.09,150
2025-12-15,3774.0800000000004,126
2025-12-16,3914.8400000000006,145
2025-12-17,3700.38,138
2025-12-18,3830.56,142
2025-12-19,4865.69,156
2025-12-20,3705.4999999999995,125
2025-12-21,3410.93,120
2025-12-22,3808.3900000000003,135
2025-12-23,3949.04,138
2025-12-24,3844.3100000000004,124
2025-12-25,3591.93,137
2025-12-26,3671.6400000000003,125
2025-12-27,3759.8900000000003,135
2025-12-28,3009.91,115
2025-12-29,3923.2300000000005,134
2025-12-30,4534.9400000000005,137
2025-12-31,4069.15,137
2026-01-01,4491.799999999999,151
2026-01-02,3707.7799999999997,135
2026-01-03,2985.2599999999998,115
2026-01-04,4549.469999999999,150
2026-01-05,4467.53,147
2026-01-06,3674.9900000000002,140
2026-01-07,3467.1399999999994,130
2026-01-08,4052.76,126
2026-01-09,4236.02,148
2026-01-10,3632.6299999999997,118
2026-01-11,3864.3799999999997,143
2026-01-12,4106.110000000001,145
2026-01-13,3568.18,135
2026-01-14,3938.1799999999994,151
2026-01-15,3345.1000000000004,114
2026-01-16,3531.36,137
2026-01-17,4258.21,148
2026-01-18,4117.7699999999995,149
2026-01-19,4119.11,138
2026-01-20,4119.1,134
2026-01-21,3132.3600000000006,115
2026-01-22,3713.7200000000003,129
2026-01-23,3998.2100000000005,137
2026-01-24,4198.31,144
2026-01-25,3282.0000000000005,116
2026-01-26,4425.219999999999,141
2026-01-27,4245.06,158
2026-01-28,4060.25,146
2026-01-29,4150.61,152
2026-01-30,3983.23,144
2026-01-31,3853.3000000000006,128
2026-02-01,3900.4300000000007,133
2026-02-02,4017.13,142
2026-02-03,4469.7,152
2026-02-04,4421.43,148
2026-02-05,4498.11,149
2026-02-06,4078.2599999999998,134
2026-02-07,4573.21,167
2026-02-08,4399.380000000001,162
2026-02-09,4290.31,143
2026-02-10,4159.5599999999995,143
2026-02-11,3418.86,129
2026-02-12,4156.12,150
2026-02-13,4387.700000000001,156
2026-02-14,3928.54,140
2026-02-15,3645.6299999999997,129
2026-02-16,4816.83,146
2026-02-17,3226.1699999999996,117
2026-02-18,3737.4400000000005,126
2026-02-19,3609.99,129
2026-02-20,4255.04,159
2026-02-21,4133.94,134
2026-02-22,4563.2300000000005,154
2026-02-23,4273.110000000001,148
2026-02-24,3343.4300000000003,121
2026-02-25,3622.07,124
2026-02-26,4050.4399999999996,136
2026-02-27,3912.28,137
2026-02-28,3355.85,126
2026-03-01,3388.53,126
2026-03-02,4338.47,149
2026-03-03,3669.67,140
2026-03-04,3795.5299999999997,136
2026-03-05,3857.72,143
2026-03-06,4191.8,155
2026-03-07,4259.07,149
2026-03-08,3553.71,125
2026-03-09,4600.48,156
2026-03-10,3885.03,141
2026-03-11,3735.2099999999996,137
2026-03-12,3643.16,128
2026-03-13,3817.85,143
2026-03-14,3681.86,126
2026-03-15,3220.17,104
2026-03-16,3977.63,132
2026-03-17,3882.74,128
2026-03-18,3535.26,123
2026-03-19,4738.18,156
2026-03-20,4056.1700000000005,141
2026-03-21,4219.389999999999,136
2026-03-22,4423.120000000001,143
2026-03-23,3299.77,126
2026-03-24,4197.52,140
2026-03-25,4588.07,154
2026-03-26,4022.8800000000006,145
2026-03-27,3403.69,125
2026-03-28,4095.1499999999996,135
2026-03-29,4401.94,147
2026-03-30,3911.5199999999995,142
2026-03-31,4196.03,147
2026-04-01,3346.02,127
2026-04-02,3657.37,130
2026-04-03,3389.0699999999997,126
2026-04-04,4526.0599999999995,144
2026-04-05,4014.39,136
2026-04-06,4233.26,134
2026-04-07,3324.2500000000005,127
2026-04-08,4064.6600000000003,149
2026-04-09,3933.92,148
2026-04-10,3826.9299999999994,129
2026-04-11,4321.52,149
2026-04-12,3743.6899999999996,139
2026-04-13,3976.0299999999997,140
2026-04-14,4150.33,140
2026-04-15,4000.8199999999997,138
2026-04-16,3672.2599999999998,142
2026-04-17,3413.63,142
2026-04-18,3674.67,129
2026-04-19,3950.4399999999996,131
2026-04-20,3362.99,120
2026-04-21,3851.0,130
2026-04-22,3369.66,117
2026-04-23,4037.4399999999996,136
2026-04-24,3936.58,149
2026-04-25,3876.3,150
2026-04-26,4012.42,139
2026-04-27,3830.49,135
2026-04-28,4200.54,134
2026-04-29,4105.85,137
2026-04-30,4184.35,146
2026-05-01,3585.4800000000005,129
2026-05-02,3961.52,154
2026-05-03,3063.62,103
2026-05-04,3582.4999999999995,122
2026-05-05,3899.1600000000003,138
2026-05-06,4096.049999999999,148
2026-05-07,4358.31,147
2026-05-08,3773.5,131
2026-05-09,4369.91,140
2026-05-10,3985.0500000000006,137
2026-05-11,3878.21,141
2026-05-12,3579.06,121
2026-05-13,3707.1100000000006,119
2026-05-14,4179.23,152
2026-05-15,3872.4599999999996,136
2026-05-16,3658.29,126
2026-05-17,3889.0000000000005,141
2026-05-18,4132.400000000001,139
2026-05-19,3603.3,123
2026-05-20,3805.0299999999997,129
2026-05-21,3341.8900000000003,117
2026-05-22,3474.4200000000005,116
2026-05-23,3521.52,122
2026-05-24,4114.160000000001,133
2026-05-25,3017.85,113
2026-05-26,3895.33,132
2026-05-27,3685.5299999999997,123
2026-05-28,3045.6600000000003,119
2026-05-29,3331.1,124
2026-05-30,3786.4300000000003,137
2026-05-31,4181.639999999999,147
2026-06-01,3619.66,133
2026-06-02,4016.1899999999996,135
2026-06-03,4170.17,150
2026-06-04,3735.2299999999996,130
2026-06-05,4640.24,159
2026-06-06,3870.16,134
2026-06-07,4234.63,142
2026-06-08,3458.5699999999997,123
2026-06-09,4228.48,139
2026-06-10,4145.17,132
2026-06-11,3676.76,128
2026-06-12,3480.5499999999997,116
2026-06-13,4047.49,137
2026-06-14,3903.1299999999997,142
2026-06-15,3532.4199999999996,121
2026-06-16,3974.9199999999996,151
2026-06-17,4485.11,152
2026-06-18,3437.8199999999997,135
2026-06-19,3143.93,122
2026-06-20,3375.62,118
2026-06-21,3665.71,139
2026-06-22,3658.58,130
2026-06-23,4322.83,149
2026-06-24,4426.130000000001,151
2026-06-25,3519.17,136
2026-06-26,4585.25,138
2026-06-27,3282.82,128
2026-06-28,3688.69,127
2026-06-29,2807.01,110
2026-06-30,4326.01,142
2026-07-01,3863.5600000000004,139
2026-07-02,3909.41,139
2026-07-03,4257.3099999999995,147
2026-07-04,4154.9400000000005,139
2026-07-05,3799.2000000000003,145
2026-07-06,3638.8999999999996,143
2026-07-07,3314.25,119
2026-07-08,3571.8300000000004,123
2026-07-09,3468.84,127
2026-07-10,3589.21,129
2026-07-11,3542.9999999999995,130
2026-07-12,3688.29,145
2026-07-13,3424.12,122
2026-07-14,3593.46,127
2026-07-15,3640.8700000000003,124
2026-07-16,4046.7799999999997,145
2026-07-17,3486.3800000000006,121
2026-07-18,4208.490000000002,142
2026-07-19,3697.6099999999997,137
2026-07-20,3338.7799999999997,114
2026-07-21,3201.9599999999996,118
2026-07-22,3495.1600000000003,122
2026-07-23,4272.03,129
2026-07-24,4015.15,138
2026-07-25,3305.77,128
2026-07-26,4088.44,137
2026-07-27,3868.4700000000003,138
2026-07-28,3319.87,120
2026-07-29,3982.9100000000003,148
