customer_id,total_trips,total_spending,average_trip_fare
C019240,4,204.43,51.1075
C026907,7,204.36,34.06
C045933,5,204.29999999999998,40.86
C009756,4,204.23000000000002,51.057500000000005
C049024,6,204.19,40.838
C000519,7,204.13000000000002,29.161428571428576
C039145,5,204.12,40.824
C024233,5,204.07999999999998,40.815999999999995
C007506,6,204.07999999999998,34.01333333333333
C037356,5,204.04000000000002,40.80800000000001
C011614,5,203.97000000000003,40.794000000000004
C014336,5,203.95,40.79
C029085,6,203.93999999999997,33.989999999999995
C008646,5,203.84,40.768
C033906,5,203.8,40.760000000000005
C036032,4,203.77999999999997,50.94499999999999
C034168,4,203.75,50.9375
C018742,5,203.60999999999999,40.721999999999994
C017977,5,203.6,50.9
C016902,6,203.57999999999998,40.715999999999994
C024581,5,203.37,40.674
C035026,5,203.34,40.668
C011681,4,203.32,50.83
C000925,4,203.27999999999997,50.81999999999999
C001538,6,203.21,40.642
C004046,5,203.20000000000002,40.64
C021070,4,203.14000000000001,50.785000000000004
C008415,5,203.06,40.612
C019973,4,203.04000000000002,50.760000000000005
C026827,6,202.99,33.83166666666667
C026134,5,202.92000000000002,40.584
C038239,5,202.83999999999997,40.568
C023325,6,202.61,33.76833333333334
C022475,5,202.59000000000003,40.51800000000001
C036740,5,202.56000000000003,40.51200000000001
C015570,6,202.53,33.755
C022516,5,202.37,40.474000000000004
C004365,6,202.32999999999998,33.721666666666664
C046388,5,202.29000000000002,40.458000000000006
C024332,5,202.16,50.54
C003421,5,202.03000000000003,40.406000000000006
C046414,5,202.02999999999997,40.40599999999999
C004801,5,201.93,40.386
C018957,4,201.86,67.28666666666668
C004087,5,201.85,40.37
C002842,5,201.78,40.356
C027394,4,201.75,50.4375
C006974,6,201.73000000000002,33.62166666666667
C041797,4,201.72,50.43
C040308,4,201.67,50.4175
C014982,6,201.65,33.608333333333334
C045437,5,201.64,40.327999999999996
C005212,5,201.59,40.318
C005858,7,201.55,28.792857142857144
C015676,6,201.46,33.57666666666667
C012998,4,201.43,50.3575
C041606,4,201.35999999999999,50.339999999999996
C023776,4,201.31,50.3275
C036312,3,201.26,67.08666666666666
C011617,4,201.26,50.315
C008862,5,201.11,50.2775
C003441,4,201.11,50.2775
C043624,6,201.08,50.27
C026266,4,201.05,50.2625
C010343,4,201.01,50.2525
C018312,7,200.94,28.705714285714286
C011446,4,200.79,50.1975
C043014,4,200.71,50.1775
C031483,6,200.61,33.435
C012307,6,200.54,50.135
C032934,4,200.48000000000002,50.120000000000005
C039379,5,200.4,40.08
C036054,6,200.34000000000003,33.39000000000001
C027614,7,200.28999999999996,28.612857142857138
C013730,3,200.27999999999997,66.75999999999999
C026187,5,200.20999999999998,40.041999999999994
C039077,4,200.19,50.0475
C002252,5,200.06,40.012
C003596,6,200.01000000000002,33.335
C025457,5,199.96,39.992000000000004
C012971,3,199.94,66.64666666666666
C035149,7,199.79000000000002,28.541428571428575
C047477,4,199.75,49.9375
C042742,6,199.70999999999998,33.285
C044518,5,199.62,49.905
C008032,5,199.55,39.910000000000004
C011417,5,199.52000000000004,39.90400000000001
C008675,4,199.48000000000002,49.870000000000005
C020522,5,199.41,39.882
C037748,4,199.29,49.8225
C045530,4,199.26999999999998,49.817499999999995
C021042,5,199.23000000000002,39.846000000000004
C038312,5,199.23,39.846
C044084,4,199.23,49.8075
C030541,5,199.17000000000002,39.834
C023559,5,199.14999999999998,39.83
C042570,4,199.12,49.78
C022525,5,199.12,39.824
C046029,4,199.10000000000002,49.775000000000006
C047207,5,199.06,39.812
C005403,5,199.04999999999998,39.809999999999995
C005661,5,199.04000000000002,39.80800000000001
C027841,7,198.96,33.160000000000004
C045356,5,198.7,39.739999999999995
C017474,5,198.57000000000002,39.714000000000006
C049300,6,198.53,33.08833333333333
C009750,4,198.53,49.6325
C016283,6,198.52999999999997,39.705999999999996
C046804,4,198.52,49.63
C005154,5,198.44,39.688
C014822,4,198.43,49.6075
C039734,5,198.17000000000002,39.634
C018370,5,198.03,39.606
C032645,5,197.85999999999999,39.571999999999996
C038241,6,197.84000000000003,39.568000000000005
C011526,5,197.82999999999998,39.565999999999995
C018629,5,197.82000000000002,39.56400000000001
C022490,4,197.77999999999997,49.44499999999999
C045095,5,197.76999999999998,39.553999999999995
C014358,5,197.66,39.532
C014479,4,197.62,49.405
C016805,6,197.57999999999998,39.516
C000291,4,197.55,49.3875
C040202,4,197.51000000000002,49.377500000000005
C048816,5,197.43999999999997,39.48799999999999
C039843,6,197.43,32.905
C003592,7,197.40000000000003,28.200000000000006
C032695,6,197.35000000000002,32.89166666666667
C010387,5,197.26999999999998,39.45399999999999
C019640,5,197.22000000000003,39.444
C033725,5,197.17000000000002,39.434000000000005
C045019,5,197.13,39.426
C007075,5,197.10000000000002,39.42
C020270,5,197.1,39.42
C007652,5,197.01,39.402
C015710,6,197.01,32.835
C011362,3,196.97,65.65666666666667
C043883,6,196.92000000000002,32.82
C006721,4,196.9,49.225
C000765,4,196.85,49.2125
C048615,5,196.57999999999998,39.315999999999995
C039157,5,196.51,39.302
C045874,4,196.47000000000003,49.11750000000001
C024644,5,196.47,39.294
C033129,5,196.42,39.284
C033798,6,196.33999999999997,32.72333333333333
C045008,6,196.32,32.72
C035971,4,196.31,49.0775
C044061,4,196.3,49.075
C003339,6,196.17000000000002,32.695
C044281,5,195.87,39.174
C013102,5,195.85,39.17
C041441,6,195.55999999999997,32.59333333333333
C034082,5,195.42000000000002,39.084
C009352,5,195.41,39.082
C003399,5,195.34,39.068
C009743,4,195.21,48.8025
C036025,5,195.20999999999998,48.802499999999995
C044639,6,195.17000000000002,32.528333333333336
C040004,4,195.16,48.79
C024783,4,195.07999999999998,48.769999999999996
C008184,4,195.06,48.765
C049788,4,194.99,48.7475
C045231,4,194.94,48.735
C002331,5,194.74,38.948
C029055,6,194.55999999999997,32.42666666666666
C002484,5,194.55,38.910000000000004
C016336,3,194.5,64.83333333333333
C018121,4,194.44,48.61
C038968,4,194.39,64.79666666666667
C030610,4,194.38,48.595
C018634,6,194.37,32.395
C049641,5,194.33,38.866
C014477,5,194.32999999999998,38.866
C038276,7,194.24,32.373333333333335
C041473,4,194.11,48.5275
C018376,6,194.10999999999999,32.35166666666667
C009384,6,194.04000000000002,38.80800000000001
C038707,6,194.00999999999996,38.80199999999999
C003776,4,193.99,48.4975
C003348,5,193.96,38.792
C023047,4,193.95999999999998,48.489999999999995
C047633,4,193.93,64.64333333333333
C023456,4,193.79000000000002,48.447500000000005
C030699,6,193.73,32.288333333333334
C037644,5,193.68,38.736000000000004
C044162,5,193.55,38.71
C041490,5,193.54000000000002,38.708000000000006
C031046,4,193.51999999999998,48.379999999999995
C021186,6,193.48,38.696
C026230,4,193.43,48.3575
C016691,5,193.33999999999997,48.334999999999994
C033109,4,193.26,48.315
C007630,6,193.2,38.64
C012019,5,193.19,38.638
C029314,5,193.16000000000003,38.632000000000005
C000893,6,193.06,32.17666666666667
C017077,6,193.06,38.612
C046970,5,193.04000000000002,38.608000000000004
C017253,7,193.00000000000003,38.60000000000001
C038102,6,192.87,32.145
C018265,5,192.84,38.568
C039714,3,192.8,64.26666666666667
C010444,4,192.78,48.195
C016112,5,192.7,38.54
C000526,5,192.7,38.54
C046066,4,192.67000000000002,48.167500000000004
C040732,5,192.65,38.53
C008849,6,192.64,38.528
C021511,5,192.63,38.525999999999996
C032274,5,192.57,48.1425
C041949,5,192.55,38.510000000000005
C034142,6,192.51,32.085
C035773,6,192.51,38.501999999999995
C042205,6,192.49,38.498000000000005
C010837,5,192.32,38.464
C044936,5,192.24,38.448
C000918,6,192.22000000000003,32.03666666666667
C022776,5,192.19,38.438
C039245,5,192.17000000000002,38.434000000000005
C019015,5,192.12,38.424
C042386,4,192.10000000000002,48.025000000000006
C042972,6,192.05,32.00833333333333
C032340,4,192.01999999999998,48.004999999999995
C017604,6,191.97000000000003,38.394000000000005
C040375,5,191.91,38.382
C001319,5,191.9,38.38
C011930,5,191.89999999999998,38.379999999999995
C040982,4,191.77,47.9425
C026300,4,191.72,47.93
C032888,6,191.64999999999998,31.941666666666663
C038599,4,191.61999999999998,63.87333333333333
C034311,6,191.60000000000002,31.933333333333337
C046147,4,191.59,47.8975
C043889,4,191.57,47.8925
C003977,5,191.54999999999998,38.309999999999995
C032136,5,191.54000000000002,38.30800000000001
C028293,4,191.54,47.885
C038248,6,191.53,31.921666666666667
C015042,4,191.42000000000002,47.855000000000004
C041299,5,191.42000000000002,38.284000000000006
C004363,6,191.34,31.89
C008631,5,191.25,38.25
C023947,3,191.20999999999998,63.73666666666666
C038285,5,191.18,38.236000000000004
C031978,5,191.16,38.232
C024399,5,191.1,38.22
C047634,5,191.09000000000003,38.218
C040784,6,191.06000000000003,31.843333333333337
C013165,6,191.0,31.833333333333332
C031330,5,190.99,38.198
C011968,6,190.97,31.828333333333333
C003011,4,190.94,47.735
C012049,5,190.87,47.7175
C008043,8,190.85000000000002,27.264285714285716
C031883,5,190.79000000000002,38.158
C021375,3,190.62,63.54
C023906,5,190.56,38.112
C037761,5,190.53,38.106
C011532,4,190.5,47.625
C026446,5,190.49,38.098
C025552,6,190.46,31.743333333333336
C013817,6,190.36,31.72666666666667
C035456,6,190.36,38.072
C018661,5,190.35999999999999,38.071999999999996
C008584,7,190.35,38.07
C041971,4,190.31000000000003,47.57750000000001
C048537,6,190.25,31.708333333333332
C008291,4,190.22,47.555
C049823,6,190.18,31.69666666666667
C041086,5,190.13,38.025999999999996
C046714,5,190.07999999999998,47.519999999999996
C036140,5,190.01,38.001999999999995
C005055,5,189.86,37.972
C024153,5,189.84,47.46
C037231,5,189.79000000000002,37.958000000000006
C026503,7,189.77,27.110000000000003
C017499,6,189.74,31.623333333333335
C027010,6,189.66000000000003,31.610000000000003
C003057,5,189.66000000000003,37.932
C030936,4,189.61999999999998,47.404999999999994
C021593,4,189.57,47.3925
C014806,4,189.57,47.3925
C043464,4,189.49,47.3725
C016481,5,189.48000000000002,37.896
C006966,5,189.38,37.876
C000664,4,189.37000000000003,47.34250000000001
C016382,4,189.23000000000002,47.307500000000005
C003841,5,189.22,47.305
C015766,5,189.22,37.844
C043344,4,189.2,47.3
C020876,6,189.08000000000004,31.51333333333334
C037014,5,189.05,47.2625
C038449,5,189.04,37.808
C001566,5,188.94,37.788
C001552,6,188.9,47.225
C034214,4,188.9,47.225
C039634,7,188.82999999999998,26.975714285714282
C026259,6,188.79999999999998,31.466666666666665
C042252,4,188.79000000000002,47.197500000000005
C025004,5,188.72,37.744
C007342,5,188.54999999999998,37.709999999999994
C010789,6,188.52999999999997,31.421666666666663
C009849,4,188.44,47.11
C007419,5,188.41,37.682
C036577,5,188.37,37.674
C017373,4,188.35,47.0875
C029823,5,188.28,37.656
C015136,6,188.25,47.0625
C039388,4,188.17999999999998,47.044999999999995
C032720,3,188.13,62.71
C012473,6,188.04000000000002,31.340000000000003
C048560,5,188.04,37.608
C049113,4,187.98,46.995
C026660,4,187.95000000000002,46.987500000000004
C043228,5,187.92000000000002,37.584
C031809,7,187.84,31.30666666666667
C013511,3,187.79000000000002,62.59666666666667
C034803,7,187.78,26.825714285714287
C047036,5,187.76999999999998,37.553999999999995
C044498,6,187.7,31.28333333333333
C032064,4,187.7,46.925
C016794,6,187.69,31.281666666666666
C036942,4,187.67,46.9175
C022291,4,187.6,46.9
C017925,5,187.57999999999998,37.516
C022096,3,187.43,62.47666666666667
C029511,5,187.34,37.468
C011318,5,187.31,37.462
C015238,4,187.31,46.8275
C008252,5,187.29,37.458
C009873,4,187.26000000000002,46.815000000000005
C001337,4,187.26,46.815
C020774,3,187.20000000000002,62.400000000000006
C011392,4,187.18,46.795
C049666,5,187.14,46.785
C046773,4,187.13,46.7825
C043638,6,187.09,37.418
C001577,6,187.07999999999998,31.179999999999996
C019393,5,186.95,37.39
C048564,4,186.93999999999997,46.73499999999999
C016170,4,186.89999999999998,46.724999999999994
C031749,5,186.84,37.368
C032099,5,186.82,37.364
C020746,5,186.78999999999996,37.35799999999999
C024031,7,186.70000000000002,37.34
C001812,4,186.7,46.675
C012891,5,186.54,37.308
C041209,4,186.53,46.6325
C028444,4,186.41,46.6025
C042603,5,186.41,37.282
C040253,3,186.41,62.13666666666666
C001640,5,186.39,46.5975
C002360,4,186.36,46.59
C049378,4,186.32000000000002,46.580000000000005
C028166,3,186.23000000000002,62.076666666666675
C034772,6,186.21,37.242000000000004
C044176,5,186.16,37.232
C013689,5,186.11,37.222
C032519,5,186.10999999999999,37.221999999999994
C015865,5,186.01,37.202
C024003,5,185.98,37.196
C028504,6,185.97,30.995
C042915,5,185.84000000000003,37.168000000000006
C005396,5,185.84,37.168
C035795,5,185.82,37.164
C025103,4,185.76999999999998,46.442499999999995
C033963,4,185.75,61.916666666666664
C008234,5,185.75,37.15
C042259,4,185.67999999999998,46.419999999999995
C036352,6,185.67,30.944999999999997
C026201,4,185.65,46.4125
C018156,5,185.63,37.126
C049678,6,185.59,37.118
C019186,5,185.57999999999998,37.116
C040339,4,185.53000000000003,46.38250000000001
C034098,6,185.53,30.921666666666667
C011872,6,185.44,37.088
C049742,7,185.43,30.905
C043238,4,185.37,46.3425
C031924,5,185.27,46.3175
C022369,4,185.27,46.3175
C045237,5,185.25,37.05
C007468,5,185.16,46.29
C048443,5,185.07999999999998,37.016
C007993,5,185.07,37.013999999999996
C045817,6,185.04999999999998,30.841666666666665
C036410,4,184.98999999999998,46.247499999999995
C016201,6,184.91999999999996,36.983999999999995
C023005,5,184.89,36.977999999999994
C020169,4,184.82000000000002,46.205000000000005
C016748,6,184.70999999999998,36.94199999999999
